neighbourhood.group,id,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
Manhattan,44056435,873,175,1,6,0.23,5,1,0
Manhattan,44056987,1032,206,1,7,0.23,2,1,0
Brooklyn,44057539,842,168,5,12,0.4,5,1,21
Queens,44058092,538,108,4,125,4.29,4,2,11
Queens,44059196,459,92,1,255,8.33,3,5,154
Bronx,44060853,311,62,5,7,0.23,3,1,7
Brooklyn,44061958,1073,215,30,25,0.82,1,3,342
Manhattan,44063062,241,48,3,15,2.06,1,1,15
Manhattan,44063615,974,195,7,11,0.37,2,1,0
Brooklyn,44064167,649,130,3,75,2.59,2,1,36
Brooklyn,44064719,823,165,1,6,0.33,2,2,83
Manhattan,44065272,713,143,2,24,0.78,4,1,0
Manhattan,44066376,1143,229,1,30,1.1,1,1,35
Brooklyn,44066929,898,180,3,13,1.09,5,2,141
Brooklyn,44067481,382,76,4,7,0.23,2,1,253
Queens,44069138,1076,215,1,5,0.39,3,1,56
Manhattan,44069690,226,45,3,2,0.07,2,12,365
Manhattan,44070242,1099,220,3,1,0.03,4,1,0
Manhattan,44070795,641,128,2,30,1.03,3,1,38
Brooklyn,44071347,842,168,2,108,3.52,1,1,144
Manhattan,44071899,609,122,3,1,0.05,2,12,365
Brooklyn,44073556,1121,224,3,17,0.6,2,2,309
Brooklyn,44074661,1033,207,1,3,0.1,1,1,0
Manhattan,44075213,277,55,1,20,0.7,2,2,151
Manhattan,44075765,586,117,2,7,0.38,5,1,0
Manhattan,44076318,60,12,1,20,0.69,1,2,0
Brooklyn,44077422,218,44,7,5,0.16,4,1,0
Manhattan,44077975,641,128,4,17,0.56,5,1,0
Manhattan,44078527,837,167,15,1,0.03,2,3,159
Brooklyn,44079079,371,74,4,48,2.16,2,1,6
Manhattan,44079631,976,195,4,10,0.42,3,1,0
Brooklyn,44080184,742,148,3,147,4.79,5,1,88
Brooklyn,44080736,209,42,4,7,0.23,3,1,0
Brooklyn,44081288,893,179,3,13,0.43,1,1,0
Brooklyn,44081841,104,21,2,5,0.16,3,1,0
Manhattan,44082393,912,182,30,3,0.22,4,2,220
Manhattan,44083498,1080,216,1,108,3.53,2,12,356
Queens,44084050,1159,232,3,56,4.48,3,2,42
Manhattan,44084602,918,184,2,41,1.34,2,3,180
Bronx,44085154,598,120,4,43,1.65,3,3,135
Manhattan,44085707,67,13,1,1,0.03,5,1,0
Queens,44086811,376,75,2,2,0.06,3,1,0
Brooklyn,44087916,1191,238,2,124,5.04,3,1,275
Manhattan,44088468,880,176,3,76,2.54,2,1,71
Manhattan,44089021,1046,209,2,116,4.03,1,1,1
Brooklyn,44089573,397,79,3,3,0.1,1,1,0
Manhattan,44090677,1058,212,3,40,1.35,4,2,124
Brooklyn,44091230,1008,202,2,1,0.04,2,1,0
Manhattan,44091782,621,124,14,4,0.61,5,1,0
Manhattan,44092334,930,186,5,14,1.22,5,1,92
Manhattan,44092887,1173,235,2,3,0.16,3,1,0
Manhattan,44093439,202,40,2,4,0.14,4,1,0
Manhattan,44093991,77,15,5,2,0.07,4,1,0
Brooklyn,44094544,258,52,5,6,0.21,1,1,0
Manhattan,44095096,381,76,2,4,0.15,3,1,0
Queens,44095648,594,119,4,14,0.53,5,1,17
Brooklyn,44096200,1002,200,2,29,1.02,5,5,0
Manhattan,44096753,1173,235,30,2,0.11,2,31,132
Brooklyn,44097305,310,62,20,3,0.1,5,1,0
Manhattan,44098410,1002,200,3,46,1.51,5,1,0
Brooklyn,44098962,961,192,1,8,0.26,4,1,0
Brooklyn,44099514,297,59,2,1,0.03,2,1,0
Manhattan,44100067,773,155,1,9,0.34,3,1,172
Manhattan,44100619,623,125,14,33,1.1,5,2,22
Brooklyn,44101171,141,28,1,50,1.87,2,3,29
Manhattan,44102276,564,113,2,94,3.25,4,1,167
Manhattan,44103933,590,118,1,269,8.79,5,2,65
Brooklyn,44105037,528,106,3,77,2.72,1,2,244
Manhattan,44105590,980,196,2,2,0.16,2,2,0
Manhattan,44106142,117,23,30,26,1.18,5,3,250
Brooklyn,44106694,900,180,2,56,1.83,5,2,42
Brooklyn,44107246,682,136,2,22,0.72,3,3,36
Brooklyn,44108351,168,34,5,18,0.67,3,1,54
Brooklyn,44108903,903,181,2,1,0.1,4,1,0
Manhattan,44109456,860,172,4,2,0.09,5,1,0
Brooklyn,44110008,97,19,5,12,0.41,1,1,0
Manhattan,44111113,973,195,3,90,3.09,4,2,186
Manhattan,44111665,1168,234,3,2,0.07,5,1,0
Manhattan,44112217,899,180,7,2,0.07,2,1,0
Queens,44112769,992,198,6,23,0.76,5,1,0
Brooklyn,44113322,872,174,7,43,1.41,5,1,146
Queens,44114426,1073,215,3,13,1.13,4,1,36
Manhattan,44114979,511,102,2,77,2.5,2,2,68
Manhattan,44115531,997,199,1,81,2.64,3,1,158
Brooklyn,44116083,895,179,1,4,0.17,3,3,0
Brooklyn,44117188,953,191,4,4,0.15,4,2,0
Queens,44117740,919,184,2,47,1.99,5,3,90
Brooklyn,44119397,1022,204,2,5,0.17,3,1,0
Bronx,44120502,1129,226,4,84,2.87,1,1,93
Queens,44121054,1134,227,3,1,0.03,3,1,0
Brooklyn,44121606,868,174,1,30,1.16,5,3,244
Brooklyn,44122159,668,134,1,27,1.09,2,3,342
Manhattan,44122711,1036,207,2,102,3.33,3,1,99
Manhattan,44123263,846,169,6,6,0.2,4,1,0
Manhattan,44123815,1038,208,8,15,0.52,4,1,14
Queens,44124368,670,134,1,3,0.2,1,1,179
Manhattan,44124920,56,11,1,3,0.1,5,1,0
Brooklyn,44125472,233,47,4,114,3.72,2,3,0
Brooklyn,44126025,537,107,3,8,0.27,4,1,0
Brooklyn,44127129,1036,207,2,25,1.06,2,1,0
Brooklyn,44127682,790,158,2,48,1.86,2,1,2
Brooklyn,44128234,1079,216,4,3,0.1,1,1,0
Brooklyn,44128786,755,151,1,17,0.56,3,1,0
Brooklyn,44130443,213,43,2,8,0.31,1,1,185
Brooklyn,44131548,601,120,1,82,3.16,1,1,179
Brooklyn,44132100,907,181,2,10,0.34,5,1,0
Brooklyn,44132652,72,14,2,15,0.5,1,1,0
Brooklyn,44133205,1178,236,1,1,0.03,5,1,66
Brooklyn,44133757,639,128,2,27,1.02,2,2,0
Queens,44134309,317,63,1,69,2.34,1,1,329
Queens,44135966,603,121,3,23,0.76,4,2,244
Brooklyn,44136518,185,37,4,43,1.41,4,3,58
Brooklyn,44137071,919,184,1,18,0.79,4,1,154
Queens,44137623,994,199,2,34,1.16,5,1,59
Manhattan,44138175,1199,240,2,36,1.28,4,2,88
Brooklyn,44138728,728,146,2,5,0.18,2,1,0
Brooklyn,44139280,151,30,1,39,2.87,2,1,75
Brooklyn,44140937,923,185,30,2,0.09,3,1,156
Brooklyn,44141489,262,52,3,11,0.38,4,2,79
Manhattan,44142041,490,98,1,105,3.68,1,1,25
Brooklyn,44142594,328,66,1,197,6.54,2,2,19
Brooklyn,44143146,474,95,2,36,1.19,1,1,0
Brooklyn,44143698,1165,233,2,2,0.11,2,1,0
Manhattan,44144803,193,39,1,4,0.26,5,6,337
Bronx,44145355,245,49,90,5,0.2,1,7,94
Manhattan,44145907,444,89,1,1,0.03,3,2,0
Brooklyn,44146460,361,72,3,11,0.37,2,1,22
Brooklyn,44147012,1062,212,2,103,3.57,1,1,185
Manhattan,44147564,486,97,2,123,4.05,3,1,235
Manhattan,44148117,314,63,1,6,0.2,4,1,9
Manhattan,44148669,1108,222,5,5,0.17,1,1,13
Queens,44149221,205,41,1,128,4.36,4,2,145
Manhattan,44149774,835,167,1,87,2.97,1,1,83
Manhattan,44150878,72,14,5,11,0.76,5,2,134
Brooklyn,44151430,294,59,30,77,2.53,3,2,0
Queens,44151983,399,80,1,10,0.54,3,1,175
Brooklyn,44152535,398,80,3,3,0.4,1,1,5
Queens,44153087,835,167,1,9,0.72,1,5,365
Brooklyn,44154192,65,13,10,3,0.1,3,1,0
Brooklyn,44154744,966,193,1,13,0.45,1,2,268
Brooklyn,44155297,505,101,4,14,0.5,4,1,0
Queens,44155849,96,19,2,91,3.08,2,1,65
Queens,44156401,397,79,1,34,1.38,4,2,87
Brooklyn,44156953,421,84,3,91,3.5,1,1,294
Manhattan,44157506,195,39,1,11,0.45,3,1,0
Brooklyn,44158610,762,152,2,35,1.16,2,1,88
Brooklyn,44159163,508,102,4,68,2.26,4,1,16
Manhattan,44160267,264,53,5,33,1.18,5,1,35
Brooklyn,44160820,243,49,2,122,4.06,3,1,70
Manhattan,44161924,1020,204,2,2,0.12,5,1,0
Brooklyn,44162476,399,80,2,38,2,4,1,9
Brooklyn,44163029,567,113,3,28,0.93,1,1,11
Manhattan,44163581,650,130,47,5,0.18,1,1,188
Brooklyn,44164133,326,65,1,69,2.35,4,3,87
Brooklyn,44164686,633,127,3,2,0.07,4,1,0
Queens,44165238,1057,211,1,220,7.23,1,1,319
Brooklyn,44165790,450,90,3,4,0.18,3,1,0
Brooklyn,44166343,625,125,2,14,0.58,3,1,3
Brooklyn,44166895,1143,229,2,111,3.67,1,1,255
Brooklyn,44167447,268,54,2,113,3.86,5,1,261
Manhattan,44168552,1016,203,1,139,4.59,1,2,0
Brooklyn,44169104,840,168,2,75,2.56,3,1,275
Manhattan,44169656,224,45,3,15,0.57,2,2,0
Manhattan,44170209,1068,214,1,148,4.96,3,2,46
Manhattan,44171313,362,72,2,2,0.08,5,1,0
Brooklyn,44171866,119,24,2,6,0.27,2,1,364
Manhattan,44172418,946,189,30,6,0.23,1,1,89
Manhattan,44172970,213,43,1,41,1.61,3,1,334
Manhattan,44173522,656,131,1,98,3.25,1,10,350
Brooklyn,44174627,481,96,7,7,0.23,4,2,348
Queens,44176836,601,120,1,131,4.33,5,1,294
Brooklyn,44177389,634,127,2,54,1.92,3,3,259
Brooklyn,44178493,523,105,4,18,0.59,4,1,0
Brooklyn,44179045,372,74,2,80,2.9,4,1,68
Manhattan,44179598,926,185,2,27,0.94,1,1,363
Manhattan,44180150,965,193,2,6,0.2,3,1,0
Brooklyn,44180702,117,23,2,37,1.32,2,1,222
Brooklyn,44181255,1061,212,30,36,1.21,2,1,53
Manhattan,44181807,284,57,1,1,0.46,3,1,156
Brooklyn,44182359,634,127,4,10,0.41,1,1,0
Manhattan,44182912,853,171,1,103,3.4,5,10,364
Brooklyn,44183464,378,76,1,85,2.93,3,1,0
Brooklyn,44184016,609,122,2,17,0.66,5,1,167
Brooklyn,44184568,1123,225,2,38,1.33,4,3,0
Brooklyn,44185673,640,128,2,64,2.24,1,2,337
Queens,44186778,1148,230,2,51,1.72,5,3,300
Brooklyn,44187330,178,36,4,6,0.23,2,2,337
Brooklyn,44187882,70,14,2,90,3.1,2,1,106
Brooklyn,44188435,798,160,7,4,0.13,4,1,89
Manhattan,44188987,476,95,1,4,0.14,1,1,0
Manhattan,44189539,646,129,3,19,0.67,4,1,0
Manhattan,44190644,972,194,5,10,0.37,4,2,198
Brooklyn,44192301,316,63,3,4,0.13,5,1,0
Manhattan,44192853,283,57,3,14,0.53,4,1,36
Manhattan,44193405,1024,205,2,92,3.08,2,1,219
Manhattan,44193958,1172,234,3,56,2.01,3,1,256
Manhattan,44195062,707,141,1,124,4.18,5,3,0
Manhattan,44195614,614,123,3,4,0.18,5,1,0
Brooklyn,44196167,611,122,7,17,0.58,5,1,0
Brooklyn,44197824,1150,230,5,4,0.14,4,1,0
Queens,44198376,999,200,2,9,0.34,3,1,0
Brooklyn,44198928,635,127,90,1,0.04,2,1,35
Brooklyn,44199481,900,180,2,13,0.43,5,1,0
Brooklyn,44201137,550,110,30,3,0.87,5,1,321
Brooklyn,44201690,559,112,3,4,0.27,4,1,72
Manhattan,44202794,343,69,30,4,0.14,4,1,0
Brooklyn,44203347,1099,220,5,65,2.18,1,1,60
Queens,44203899,735,147,3,1,0.03,2,1,0
Queens,44204451,736,147,3,26,0.93,2,2,144
Manhattan,44205004,926,185,30,6,0.38,1,2,335
Manhattan,44206108,1028,206,2,80,2.69,2,2,305
Manhattan,44206660,850,170,30,2,0.07,1,4,121
Queens,44207213,425,85,4,50,1.85,4,2,60
Manhattan,44207765,438,88,5,9,0.39,5,1,0
Manhattan,44208317,1019,204,2,21,0.7,1,1,3
Brooklyn,44208870,388,78,13,22,0.75,3,3,267
Brooklyn,44209422,710,142,1,1,0.04,2,1,0
Brooklyn,44209974,733,147,2,80,2.76,1,1,28
Brooklyn,44210527,740,148,2,13,1.25,2,1,116
Brooklyn,44211631,471,94,1,7,0.23,3,2,0
Manhattan,44212183,1107,221,3,20,0.68,5,1,0
Manhattan,44212736,933,187,3,4,0.14,3,1,0
Manhattan,44213288,854,171,45,5,0.18,5,2,311
Brooklyn,44213840,311,62,5,12,0.4,3,1,26
Brooklyn,44214393,685,137,3,59,1.95,3,2,77
Brooklyn,44214945,1036,207,2,21,0.94,3,1,0
Manhattan,44215497,1170,234,2,4,0.2,2,1,0
Brooklyn,44216602,927,185,2,112,3.88,5,2,195
Brooklyn,44217154,620,124,3,1,0.42,4,1,15
Brooklyn,44217706,956,191,4,42,1.41,3,1,126
Manhattan,44219363,321,64,1,145,4.81,5,1,9
Brooklyn,44219916,601,120,30,13,0.47,3,2,64
Manhattan,44220468,238,48,30,2,0.07,2,8,125
Manhattan,44221020,709,142,1,109,3.61,5,4,168
Manhattan,44221573,676,135,2,144,5.11,1,1,73
Manhattan,44222677,227,45,1,110,3.65,2,4,34
Brooklyn,44223229,817,163,3,25,0.91,5,1,64
Brooklyn,44223782,962,192,2,72,4.07,2,2,337
Brooklyn,44224334,989,198,1,122,4.13,2,1,127
Brooklyn,44224886,687,137,1,108,3.62,1,2,130
Brooklyn,44225439,1068,214,3,9,0.3,5,1,0
Manhattan,44226543,716,143,28,12,0.43,1,1,38
Manhattan,44227096,586,117,1,226,7.75,1,2,32
Queens,44227648,143,29,1,16,0.53,1,1,361
Brooklyn,44228200,481,96,2,119,4.08,3,1,65
Manhattan,44229305,990,198,2,1,0.03,5,1,0
Bronx,44229857,525,105,90,10,0.41,4,7,310
Manhattan,44230409,497,99,1,132,4.37,2,5,238
Manhattan,44230962,445,89,1,65,2.16,1,1,1
Brooklyn,44231514,1063,213,1,2,0.07,5,1,0
Brooklyn,44232066,858,172,1,2,0.07,3,1,0
Manhattan,44232619,526,105,2,3,0.1,5,1,0
Manhattan,44233171,349,70,5,2,0.11,3,2,365
Brooklyn,44233723,310,62,3,57,2.09,4,1,258
Brooklyn,44234828,1139,228,31,99,3.33,1,1,295
Manhattan,44235380,140,28,30,1,0.73,5,87,365
Queens,44235932,1172,234,3,1,0.04,2,1,362
Manhattan,44237037,763,153,2,45,1.64,1,1,159
Brooklyn,44237589,291,58,3,2,0.17,1,4,0
Brooklyn,44238142,601,120,2,35,1.35,5,4,139
Brooklyn,44238694,153,31,3,6,0.47,1,1,0
Brooklyn,44239246,1106,221,30,1,0.06,1,1,342
Brooklyn,44245874,1050,210,3,16,0.53,3,6,57
Bronx,44246426,872,174,2,105,3.61,3,1,131
Brooklyn,44246978,984,197,2,101,3.4,2,4,329
Brooklyn,44247531,1162,232,2,12,0.9,1,2,0
Brooklyn,44248083,107,21,60,1,0.09,3,1,358
Bronx,44248635,702,140,3,14,0.61,2,1,138
Manhattan,44249188,741,148,9,53,1.79,5,1,15
Brooklyn,44249740,439,88,2,154,5.2,3,1,235
Manhattan,44250292,337,67,6,2,0.11,2,2,0
Manhattan,44250844,1040,208,3,34,1.46,3,1,139
Brooklyn,44251397,427,85,3,52,1.78,2,2,0
Manhattan,44251949,589,118,2,15,0.57,3,1,0
Brooklyn,44252501,636,127,2,82,2.79,5,3,35
Manhattan,44253054,553,111,5,2,0.16,4,1,24
Manhattan,44253606,492,98,3,79,2.75,1,1,107
Bronx,44254158,673,135,3,36,1.26,3,5,365
Manhattan,44254711,371,74,1,99,3.47,4,2,156
Manhattan,44255263,1076,215,3,67,2.26,4,1,99
Manhattan,44255815,93,19,3,9,0.38,1,1,0
Manhattan,44256367,652,130,6,5,0.21,1,1,0
Brooklyn,44256920,544,109,30,6,0.2,4,3,280
Brooklyn,44257472,320,64,3,7,0.24,1,1,0
Brooklyn,44258024,575,115,4,88,4.41,3,1,20
Manhattan,44258577,1015,203,7,10,0.44,5,1,43
Brooklyn,44259129,259,52,3,65,2.43,2,2,132
Manhattan,44259681,426,85,2,2,0.07,4,1,0
Brooklyn,44267413,884,177,2,15,0.53,5,1,162
Manhattan,44267966,669,134,1,66,2.19,3,3,334
Brooklyn,44269070,483,97,1,1,0.31,4,2,365
Brooklyn,44269623,206,41,2,1,0.07,5,1,0
Brooklyn,44270175,715,143,1,171,5.85,1,2,215
Brooklyn,44271832,412,82,5,66,2.24,5,1,25
Brooklyn,44272384,179,36,2,41,1.52,3,3,29
Brooklyn,44272936,1131,226,7,1,0.05,3,1,0
Queens,44273489,642,128,2,2,0.08,4,1,0
Brooklyn,44274041,560,112,2,54,1.87,4,4,179
Bronx,44277355,615,123,3,101,3.43,2,10,83
Manhattan,44278459,383,77,3,7,0.24,5,3,0
Brooklyn,44279564,690,138,30,5,0.18,5,1,126
Brooklyn,44280116,385,77,30,1,0.09,2,7,365
Brooklyn,44280669,1185,237,4,7,0.24,4,1,0
Brooklyn,44281221,1139,228,12,9,0.37,5,1,11
Brooklyn,44282326,467,93,30,9,0.34,1,3,319
Manhattan,44282878,1031,206,2,3,0.12,4,1,3
Queens,44283982,184,37,5,3,0.11,2,1,88
Manhattan,44285639,898,180,4,72,2.94,4,1,109
Manhattan,44286744,862,172,5,29,0.98,5,1,0
Brooklyn,44288953,319,64,7,2,0.07,3,1,0
Brooklyn,44289505,71,14,3,4,0.15,5,1,0
Brooklyn,44290058,853,171,3,6,0.2,3,1,0
Brooklyn,44290610,557,111,2,41,1.51,5,1,343
Manhattan,44291162,970,194,3,10,0.71,1,1,8
Manhattan,44291715,236,47,5,48,1.73,4,2,71
Brooklyn,44292267,81,16,28,5,0.19,5,4,326
Manhattan,44293372,721,144,4,20,0.73,1,1,290
Brooklyn,44293924,877,175,2,54,1.91,4,1,267
Manhattan,44294476,1138,228,3,51,1.76,1,1,336
Brooklyn,44295028,343,69,1,12,0.43,5,1,0
Brooklyn,44295581,95,19,7,2,0.09,3,1,173
Brooklyn,44296133,780,156,30,1,0.04,1,7,124
Brooklyn,44296685,864,173,30,2,0.09,4,7,365
Brooklyn,44297238,923,185,1,68,2.27,2,1,364
Manhattan,44298342,682,136,3,8,0.34,2,2,0
Brooklyn,44298895,558,112,1,16,0.55,3,1,7
Manhattan,44300551,731,146,30,7,0.26,2,1,204
Queens,44301104,791,158,5,47,1.61,3,4,266
Queens,44301656,1184,237,11,27,0.9,2,2,212
Manhattan,44302208,589,118,3,18,0.65,1,2,0
Manhattan,44302761,861,172,2,7,0.27,2,1,363
Manhattan,44303313,981,196,5,23,0.84,3,1,3
Brooklyn,44303865,725,145,4,1,0.03,3,1,0
Manhattan,44304418,1171,234,1,48,1.68,4,1,365
Brooklyn,44304970,83,17,1,43,1.64,4,1,55
Queens,44305522,1174,235,3,2,0.07,3,1,0
Queens,44306074,52,10,1,60,3.05,4,1,317
Manhattan,44306627,673,135,1,8,0.28,4,2,0
Manhattan,44307731,1067,213,5,8,0.3,3,1,81
Staten Island,44308284,79,16,2,103,3.52,5,1,73
Manhattan,44309388,1143,229,4,29,0.99,3,2,0
Manhattan,44310493,751,150,1,9,0.31,2,1,0
Brooklyn,44311045,319,64,30,11,0.38,1,3,249
Queens,44311597,952,190,2,93,3.13,5,1,34
Bronx,44313254,324,65,3,114,4,1,4,63
Manhattan,44313807,163,33,1,9,0.31,3,1,9
Queens,44314359,465,93,4,12,0.47,1,1,42
Brooklyn,44314911,974,195,5,1,0.04,3,1,0
Brooklyn,44315464,806,161,5,6,0.28,4,1,87
Brooklyn,44316016,300,60,1,10,0.35,1,1,173
Manhattan,44316568,788,158,1,39,1.39,3,1,0
Manhattan,44317673,1105,221,1,3,0.13,3,1,0
Brooklyn,44318225,988,198,2,23,0.78,5,1,3
Manhattan,44318777,905,181,1,61,2.04,2,1,173
Manhattan,44319330,988,198,3,85,2.87,5,1,208
Manhattan,44319882,922,184,1,200,6.79,3,3,272
Brooklyn,44320434,806,161,1,5,0.18,5,2,0
Brooklyn,44320987,405,81,10,26,0.97,1,1,12
Brooklyn,44321539,311,62,3,5,0.5,1,1,66
Manhattan,44322643,1099,220,30,7,0.27,2,2,246
Queens,44323196,1098,220,5,14,0.49,5,1,1
Manhattan,44324300,703,141,2,1,0.03,3,1,0
Manhattan,44324853,458,92,1,49,1.86,5,3,111
Manhattan,44325405,83,17,30,16,0.59,5,3,237
Queens,44325957,304,61,2,9,0.37,4,2,4
Brooklyn,44327614,132,26,2,33,1.21,4,1,80
Manhattan,44328166,940,188,1,133,4.52,2,1,43
Brooklyn,44328719,1020,204,3,8,0.3,3,1,0
Manhattan,44329271,448,90,5,22,1.27,3,1,7
Queens,44329823,699,140,1,14,0.5,5,1,0
Brooklyn,44330928,523,105,1,9,0.35,2,1,0
Brooklyn,44331480,107,21,3,34,1.16,2,1,0
Brooklyn,44332033,892,178,2,35,1.17,3,1,325
Brooklyn,44332585,846,169,3,4,0.14,2,1,0
Brooklyn,44333137,1058,212,2,155,5.2,5,2,60
Manhattan,44333689,530,106,5,8,0.29,2,1,0
Brooklyn,44334242,1027,205,3,84,2.95,5,1,237
Manhattan,44334794,1024,205,1,11,0.39,3,2,304
Brooklyn,44335346,958,192,1,13,0.44,4,2,0
Bronx,44335899,424,85,5,46,1.55,4,1,174
Brooklyn,44337003,350,70,2,25,0.95,4,2,68
Brooklyn,44337556,207,41,2,7,0.24,3,1,0
Brooklyn,44338108,504,101,1,41,1.41,1,11,22
Manhattan,44338660,88,18,2,66,2.24,4,4,6
Brooklyn,44339212,475,95,1,21,0.78,1,1,89
Manhattan,44339765,599,120,6,5,0.17,1,1,0
Manhattan,44340317,55,11,3,2,0.07,5,1,83
Brooklyn,44340869,670,134,2,3,0.11,3,1,0
Manhattan,44341422,1075,215,2,70,2.38,2,2,0
Brooklyn,44341974,435,87,2,9,0.31,3,3,0
Brooklyn,44342526,756,151,5,18,0.77,3,1,66
Manhattan,44343079,601,120,2,1,0.03,1,1,0
Brooklyn,44344183,737,147,5,13,0.48,4,1,0
Queens,44344735,107,21,6,69,2.44,4,5,253
Manhattan,44345288,257,51,30,5,0.18,1,10,341
Manhattan,44346392,206,41,1,121,4.11,3,3,127
Manhattan,44346945,718,144,1,125,4.31,5,3,119
Manhattan,44347497,655,131,14,8,0.28,2,1,310
Manhattan,44348049,1025,205,8,33,1.21,4,1,8
Manhattan,44348602,1104,221,2,4,0.14,5,1,3
Manhattan,44349154,1129,226,1,41,1.39,3,1,8
Brooklyn,44349706,1143,229,13,14,0.56,3,1,145
Queens,44350258,142,28,2,43,1.5,4,1,90
Queens,44350811,678,136,3,2,0.07,1,2,200
Queens,44351363,713,143,50,2,0.09,4,1,8
Queens,44351915,955,191,14,70,2.38,3,5,281
Manhattan,44352468,938,188,1,1,0.03,2,1,0
Queens,44353020,1186,237,1,74,2.53,2,3,358
Queens,44354125,165,33,3,29,1.02,5,2,126
Brooklyn,44354677,79,16,4,16,0.54,2,2,86
Brooklyn,44355229,887,177,1,1,0.04,3,2,0
Manhattan,44355781,225,45,30,4,0.15,1,1,275
Brooklyn,44356334,399,80,1,5,0.19,1,2,0
Manhattan,44356886,180,36,31,4,0.23,1,33,338
Manhattan,44357438,557,111,30,1,0.04,5,10,340
Manhattan,44357991,165,33,4,8,0.74,5,1,42
Brooklyn,44358543,1036,207,1,2,0.07,1,2,0
Manhattan,44359095,54,11,31,5,0.34,1,33,289
Manhattan,44359648,926,185,31,7,0.26,5,33,331
Manhattan,44360200,386,77,31,10,0.48,5,33,351
Queens,44360752,1086,217,2,6,0.21,3,1,176
Brooklyn,44361857,546,109,30,2,0.07,4,1,337
Brooklyn,44362409,1017,203,25,12,0.42,4,1,1
Manhattan,44362961,300,60,1,18,0.68,1,1,357
Brooklyn,44363514,589,118,2,31,1.05,2,1,40
Brooklyn,44364066,874,175,2,59,2.03,1,1,0
Queens,44364618,1199,240,1,101,3.47,4,2,74
Manhattan,44365171,617,123,5,32,1.2,1,1,0
Brooklyn,44365723,902,180,30,67,2.43,4,1,360
Brooklyn,44366275,161,32,3,19,0.65,1,1,7
Brooklyn,44366827,571,114,3,53,1.97,4,1,110
Brooklyn,44367380,910,182,2,22,0.83,2,1,51
Brooklyn,44367932,750,150,3,64,2.24,1,1,162
Queens,44368484,110,22,3,23,0.81,5,1,23
Brooklyn,44369037,827,165,1,117,3.99,3,1,60
Manhattan,44369589,1142,228,1,95,3.93,5,5,224
Brooklyn,44370141,854,171,2,4,0.15,2,1,179
Queens,44370694,1184,237,30,3,0.1,3,1,0
Queens,44371246,138,28,1,18,0.61,1,2,0
Manhattan,44371798,890,178,10,2,0.09,1,1,35
Brooklyn,44372903,261,52,2,24,0.83,2,3,99
Brooklyn,44373455,967,193,1,1,0.03,5,1,0
Brooklyn,44374007,726,145,1,116,3.99,3,1,242
Manhattan,44374560,613,123,2,28,1,2,1,0
Queens,44375112,1146,229,1,59,2.01,2,3,89
Brooklyn,44375664,794,159,1,1,0.03,3,1,89
Manhattan,44376769,359,72,3,76,2.59,5,1,25
Brooklyn,44377873,847,169,2,35,1.19,2,2,0
Brooklyn,44378426,835,167,3,15,0.55,1,1,0
Manhattan,44378978,315,63,3,67,3.35,3,1,149
Bronx,44380635,743,149,3,7,0.79,2,1,126
Bronx,44381187,752,150,3,98,3.45,2,10,68
Bronx,44381740,756,151,3,77,2.7,1,10,65
Manhattan,44382292,220,44,10,4,0.27,3,1,0
Brooklyn,44382844,356,71,4,17,0.58,5,1,0
Brooklyn,44383949,672,134,3,55,1.95,4,1,171
Manhattan,44384501,856,171,1,25,0.97,3,2,91
Queens,44385053,713,143,5,2,1.05,3,1,0
Manhattan,44385606,189,38,1,136,4.62,4,4,61
Brooklyn,44386158,688,138,3,42,1.46,5,1,0
Manhattan,44386710,276,55,1,2,0.07,5,1,0
Brooklyn,44387263,791,158,2,62,2.11,4,3,0
Staten Island,44387815,629,126,1,25,0.91,1,3,12
Queens,44388367,361,72,5,52,1.99,4,1,44
Queens,44388919,318,64,3,1,1,3,1,341
Staten Island,44389472,998,200,2,116,4,1,1,191
Manhattan,44390576,485,97,1,152,5.32,3,1,228
Bronx,44391129,621,124,3,75,2.74,5,1,146
Brooklyn,44391681,285,57,1,3,0.1,4,1,359
Manhattan,44392233,359,72,1,186,6.38,3,4,199
Manhattan,44392786,651,130,1,149,5.06,5,4,215
Brooklyn,44393338,311,62,3,7,0.24,1,1,2
Manhattan,44394995,505,101,5,3,0.15,5,2,50
Manhattan,44395547,1130,226,1,68,2.33,2,1,19
Queens,44396099,1099,220,5,69,2.45,1,1,67
Bronx,44396652,450,90,1,16,0.61,1,4,3
Brooklyn,44397204,664,133,1,111,3.77,2,3,9
Brooklyn,44398309,1192,238,5,14,0.54,5,1,0
Brooklyn,44398861,69,14,1,63,2.32,5,3,0
Queens,44399413,414,83,2,153,5.31,3,2,106
Brooklyn,44399965,1194,239,2,63,2.23,4,6,140
Manhattan,44400518,94,19,3,48,1.64,2,4,9
Queens,44401070,731,146,4,39,1.5,3,2,292
Brooklyn,44401622,342,68,2,5,0.27,1,1,272
Queens,44402175,602,120,1,5,4.69,5,2,31
Brooklyn,44402727,815,163,4,4,0.14,2,1,15
Brooklyn,44403279,874,175,3,17,0.68,3,1,0
Queens,44403832,303,61,2,42,1.63,2,1,310
Manhattan,44404936,337,67,30,2,0.08,5,1,0
Manhattan,44405488,125,25,1,86,3.04,1,1,261
Manhattan,44406041,284,57,4,7,0.26,1,1,188
